# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"GS 1826-24"	53647.56388	IJ1	1	32.0	7.6	0.0	0.0	IJ1	0.0000	0.0000	1.00	15.00	0.00	-	1	42.1	4.901	0.980	036300430010	0	0.00	0.00	0.00	0.00	956	171.60	0.000	199.4	39.8	18.4910	0.0	123.2	12.7	1	208458	02-12-2013	0.000	0.000	0.00	0.00	0	109.279	11.960	0.0	0.0	20.2	1	1.89	0.40	"GS 1826-24"	0.509	0.0	2.187	0.127	-	-	53647.56388	0.553	5840	-23.795	0.1650	
"XTE J1739-285"	53647.74298	IJ1	1	10.1	4.0	0.0	0.0	IJ1	0.0000	0.0000	1.00	5.00	0.00	-	1	8.1	1.909	0.889	036300480010	0	0.00	0.00	0.00	0.00	957	105.12	0.000	107.7	28.4	17.6650	0.0	28.1	7.0	1	87379	02-12-2013	0.000	0.000	0.00	0.00	0	16.487	4.267	0.0	0.0	31.1	1	0.96	0.29	"XTE J1739-285"	0.704	0.0	0.883	0.095	57	57	53647.74298	0.629	5841	-28.496	0.0000	
"GX 3+1"	53647.76343	IJ1	1	4.5	0.8	0.0	0.0	IJ1	0.0000	0.0000	1.39	2.00	0.00	-	1	3.5	0.738	0.356	036300490010	0	0.00	0.00	0.00	0.00	958	24.42	0.000	354.6	41.7	17.7991	0.0	10.7	2.8	1	151860	02-12-2013	0.000	0.000	0.00	0.00	0	26.586	3.337	0.0	0.0	18.8	1	3.25	0.42	"GX 3+1"	0.929	0.0	4.718	0.196	-	-	53647.76343	0.537	5842	-26.567	0.2281	
"IGR J17597-2201"	53647.88539	IJ1	1	7.7	3.7	0.0	0.0	IJ1	0.0000	0.0000	1.17	5.00	0.00	-	1	2.1	0.415	0.000	036300530010	0	0.00	0.00	0.00	0.00	0	185.28	0.000	108.3	36.1	17.9960	0.0	11.2	2.8	1	189556	02-12-2013	0.000	0.000	0.00	0.00	0	11.138	3.439	0.0	0.0	9247.9	1	0.91	0.35	"IGR J17597-2201"	0.409	0.0	0.000	0.000	-	-	53647.88539	0.000	5843	-22.028	0.0227	
"SLX 1744-300"	53648.00484	IJ1	1	6.2	3.2	0.0	0.0	IJ1	0.0000	0.0000	1.01	5.00	0.00	-	1	12.4	8.533	0.798	036300570010	0	0.00	0.00	0.00	0.00	0	166.20	0.000	144.4	41.5	17.7904	0.0	24.5	17.1	1	146098	02-12-2013	0.000	0.000	0.00	0.00	0	13.474	5.758	0.0	0.0	103.9	1	1.32	0.42	"SLX 1744-300"	0.470	0.0	1.432	0.011	-	-	53648.00484	0.779	5844	-30.045	0.2803	
"GS 1826-24"	53648.26199	IJ1	1	21.1	7.2	0.0	0.0	IJ1	0.0000	0.0000	1.00	13.00	0.00	-	1	34.5	6.328	1.058	036300650010	0	0.00	0.00	0.00	0.00	0	236.58	0.000	263.4	70.9	18.4912	0.0	63.5	20.9	1	208461	02-12-2013	0.000	0.000	0.00	0.00	0	92.840	17.463	0.0	0.0	16.8	1	2.54	0.71	"GS 1826-24"	0.244	0.0	1.827	0.240	-	-	53648.26199	0.580	5845	-23.791	0.1378	
"GS 1826-24"	53648.68384	IJ1	1	5.3	3.5	0.0	0.0	IJ1	0.0000	0.0000	1.00	1.00	0.00	-	1	10.6	6.114	0.000	036300680010	0	0.00	0.00	0.00	0.00	0	279.48	0.000	187.8	78.1	18.4912	0.0	21.2	13.4	1	208463	02-12-2013	0.000	0.000	0.00	0.00	0	12.572	7.932	0.0	0.0	10.1	1	1.70	0.78	"GS 1826-24"	0.103	0.0	0.000	0.000	-	-	53648.68384	0.000	5846	-23.791	0.1060	
"4U 1722-30"	53649.38222	IJ1	1	7.2	2.6	0.0	0.0	IJ1	0.0000	0.0000	1.25	2.00	0.00	-	1	7.5	1.579	0.000	036400020010	0	0.00	0.00	0.00	0.00	959	259.74	0.000	411.7	109.6	17.4592	0.0	22.1	4.9	1	59944	02-12-2013	0.000	0.000	0.00	0.00	0	49.934	11.245	0.0	0.0	102.9	1	4.02	1.10	"4U 1722-30"	0.146	0.0	0.000	0.000	-	-	53649.38222	0.000	5847	-30.802	0.0091	
"4U 1728-34"	53649.76223	IJ1	1	5.6	1.7	0.0	0.0	IJ1	0.0000	0.0000	1.45	3.00	0.00	-	1	3.8	0.703	0.622	036400150010	0	0.00	0.00	0.00	0.00	961	237.18	1.737	389.5	87.8	17.5320	0.0	15.0	3.0	1	63829	02-12-2013	0.000	0.000	0.00	0.00	0	36.735	7.291	0.0	0.0	105.1	1	3.76	0.88	"4U 1728-34"	0.221	0.0	3.186	0.198	-	-	53649.76223	0.623	5848	-33.829	0.0857	
"IGR J17254-3257"	53649.81272	IJ1	1	7.0	3.7	0.0	0.0	IJ1	0.0000	0.0000	1.00	2.00	0.00	-	1	6.3	2.794	0.000	036400160010	0	0.00	0.00	0.00	0.00	0	177.00	0.000	102.0	33.2	17.4236	0.0	19.7	7.6	1	56493	02-12-2013	0.000	0.000	0.00	0.00	0	10.377	4.029	0.0	0.0	112.9	1	0.92	0.33	"IGR J17254-3257"	0.447	0.0	0.000	0.000	-	-	53649.81272	0.000	5849	-32.954	0.0000	
"SLX 1744-300"	53650.06252	IJ1	1	4.9	1.7	0.0	0.0	IJ1	0.0000	0.0000	1.29	3.00	0.00	-	1	7.4	2.430	0.718	036400240010	0	0.00	0.00	0.00	0.00	963	147.78	0.000	147.4	31.6	17.7904	0.0	17.8	6.8	1	146107	02-12-2013	0.000	0.000	0.00	0.00	0	12.082	3.267	0.0	0.0	49.4	1	1.40	0.32	"SLX 1744-300"	0.565	0.0	0.646	0.099	-	-	53650.06252	0.730	5850	-30.045	0.1264	
"XTE J1739-285"	53650.08503	IJ1	1	12.3	5.4	0.0	0.0	IJ1	0.0000	0.0000	1.00	6.00	0.00	-	1	18.7	6.419	0.736	036400250010	0	0.00	0.00	0.00	0.00	964	103.20	0.000	89.6	24.6	17.6650	0.0	48.7	15.1	1	87391	02-12-2013	0.000	0.000	0.00	0.00	0	15.719	4.838	0.0	0.0	56.2	1	0.76	0.25	"XTE J1739-285"	0.678	0.0	0.837	0.103	-	-	53650.08503	0.558	5851	-28.496	0.0000	
"4U 1728-34"	53650.46560	IJ1	1	5.3	1.0	0.0	0.0	IJ1	0.0000	0.0000	1.29	1.00	0.00	-	1	3.1	0.333	0.543	036400380010	0	0.00	0.00	0.00	0.00	967	169.38	1.978	400.8	57.3	17.5327	0.0	12.4	1.7	1	63844	02-12-2013	0.000	0.000	0.00	0.00	0	35.878	3.442	0.0	0.0	16.9	1	3.73	0.58	"4U 1728-34"	0.462	0.0	2.979	0.566	-	-	53650.46560	0.605	5852	-33.834	0.0802	
"4U 1705-44"	53650.57165	XPq	1	6.9	0.3	9.3	0.4	XPq	0.2060	0.0022	1.00	2.00	0.05	-	1	5.7	0.086	0.506	91039-01-02-30	5128	1.90	-1.00	29.79	1.25	46	0.20	1.746	2344.6	59.5	17.1485	0.0	19.3	1.0	1	21014	16-12-2010	0.000	0.000	2.38	0.06	0	11.995	0.119	0.0	0.0	393.8	1	1.50	0.02	"4U 1705-44"	0.997	0.0	1.526	0.001	3	3	53650.57165	0.580	3326	-44.102	0.0856	
"XTE J1739-285"	53650.58005	IJ1	1	7.7	4.5	0.0	0.0	IJ1	0.0000	0.0000	1.03	8.00	0.00	-	1	3.2	1.624	0.674	036400410010	0	0.00	0.00	0.00	0.00	968	245.34	0.000	106.9	44.9	17.6650	0.0	17.0	8.6	1	87393	02-12-2013	0.000	0.000	0.00	0.00	0	11.011	4.223	0.0	0.0	11.9	1	0.97	0.45	"XTE J1739-285"	0.196	0.0	0.981	0.132	-	-	53650.58005	0.527	5853	-28.496	0.0000	
"1A 1742-294"	53650.59501	IJ1	1	6.7	2.8	0.0	0.0	IJ1	0.0000	0.0000	1.18	6.00	0.00	-	1	23.4	11.095	0.000	036400420010	0	0.00	0.00	0.00	0.00	0	187.20	0.000	153.1	35.0	17.7693	0.0	32.6	19.5	1	122873	02-12-2013	0.000	0.000	0.00	0.00	0	16.716	5.638	0.0	0.0	99.5	1	1.43	0.35	"1A 1742-294"	0.456	0.0	1.434	0.414	-	-	53650.59501	0.000	5854	-29.511	0.0941	
"GX 3+1"	53650.60866	IJ1	1	3.5	1.2	0.0	0.0	IJ1	0.0000	0.0000	1.43	3.00	0.00	-	2	1.9	0.467	0.765	036400420010	0	0.00	0.00	0.00	0.00	0	274.50	0.000	390.8	103.5	17.7989	0.0	7.3	2.1	1	151873	02-12-2013	0.000	0.000	0.00	0.00	0	21.059	3.478	0.0	0.0	68.3	1	3.52	1.04	"GX 3+1"	0.114	0.0	4.497	0.278	-	-	53650.60866	0.544	5855	-26.565	0.2174	
"4U 1728-34"	53650.64551	IJ1	1	5.2	0.9	0.0	0.0	IJ1	0.0000	0.0000	1.34	1.00	0.00	-	1	3.5	0.379	0.519	036400440010	0	0.00	0.00	0.00	0.00	969	19.20	0.000	444.3	45.1	17.5327	0.0	31.5	6.3	1	63850	02-12-2013	0.000	0.000	0.00	0.00	0	43.304	5.669	0.0	0.0	4.3	1	4.46	0.45	"4U 1728-34"	0.939	0.0	3.222	0.630	-	-	53650.64551	0.626	5856	-33.835	0.0867	
"4U 1728-34"	53650.79914	IJ1	1	9.3	4.1	0.0	0.0	IJ1	0.0000	0.0000	1.09	3.00	0.00	-	1	11.7	3.875	0.525	036400480010	0	0.00	0.00	0.00	0.00	970	196.62	2.086	169.8	45.7	17.5327	0.0	20.8	9.8	1	63853	02-12-2013	0.000	0.000	0.00	0.00	0	23.870	7.893	0.0	0.0	3.7	1	1.52	0.46	"4U 1728-34"	0.337	0.0	3.146	0.583	-	-	53650.79914	0.642	5857	-33.837	0.0846	
"1A 1742-294"	53650.86638	IJ1	1	7.6	3.0	0.0	0.0	IJ1	0.0000	0.0000	1.01	8.00	0.00	-	1	8.2	2.473	0.000	036400500010	0	0.00	0.00	0.00	0.00	0	121.32	0.000	111.4	26.3	17.7680	0.0	26.3	9.0	1	122877	02-12-2013	0.000	0.000	0.00	0.00	0	13.615	3.852	0.0	0.0	6.5	1	1.03	0.26	"1A 1742-294"	0.645	0.0	1.248	0.365	-	-	53650.86638	0.000	5858	-29.519	0.0819	
"1A 1742-294"	53651.00699	IJ1	1	10.5	6.4	0.0	0.0	IJ1	0.0000	0.0000	1.00	2.00	0.00	-	1	11.0	4.802	0.000	036400560010	0	0.00	0.00	0.00	0.00	0	146.88	0.000	85.9	29.1	17.7682	0.0	29.8	12.9	1	122883	02-12-2013	0.000	0.000	0.00	0.00	0	8.981	3.859	0.0	0.0	3.4	1	0.59	0.29	"1A 1742-294"	0.559	0.0	1.211	0.381	-	-	53651.00699	0.000	5859	-29.515	0.0795	
"XTE J1739-285"	53651.01327	IJ1	1	14.0	5.7	0.0	0.0	IJ1	0.0000	0.0000	1.00	3.00	0.00	-	2	13.9	3.026	0.769	036400560010	0	0.00	0.00	0.00	0.00	972	47.22	0.000	71.7	21.3	17.6650	0.0	45.5	10.4	1	87404	02-12-2013	0.000	0.000	0.00	0.00	0	15.938	4.107	0.0	0.0	10.4	1	0.68	0.21	"XTE J1739-285"	0.855	0.0	0.400	0.018	-	-	53651.01327	0.574	5860	-28.496	0.0000	
"4U 1636-536"	53652.25092	XPj	1	12.3	0.5	15.7	0.7	XPj	0.2903	0.0059	1.00	4.00	0.17	-	1	6.1	0.069	0.474	91024-01-12-10	5110	0.25	-1.00	23.70	0.85	164	0.20	1.890	2238.6	58.6	16.6821	0.0	28.5	1.0	1	21022	16-12-2010	0.000	0.000	1.73	0.04	0	18.236	0.132	0.0	0.0	430.9	1	1.45	0.02	"4U 1636-536"	0.997	0.0	1.354	0.004	3	3	53652.25092	0.428	3327	-53.751	0.0430	
"Ser X-1"	53653.06510	IJ1	1	3.4	1.0	0.0	0.0	IJ1	0.0000	0.0000	1.32	3.00	0.00	-	1	1.7	0.603	0.000	036500340010	0	0.00	0.00	0.00	0.00	974	82.68	0.000	205.9	32.1	18.6659	0.0	9.0	3.5	1	209685	02-12-2013	0.000	0.000	0.00	0.00	0	10.397	2.132	0.0	0.0	4065.4	1	1.70	0.32	"Ser X-1"	0.733	0.0	6.580	9.990	-	-	53653.06510	0.000	5861	5.033	0.5870	
"1A 1742-294"	53653.92544	IJ1	1	6.4	1.6	0.0	0.0	IJ1	0.0000	0.0000	1.10	5.00	0.00	-	1	4.2	0.706	0.000	036500720010	0	0.00	0.00	0.00	0.00	975	86.70	0.000	202.5	33.9	17.7677	0.0	16.7	3.2	1	122889	02-12-2013	0.000	0.000	0.00	0.00	0	22.059	3.790	0.0	0.0	70.0	1	1.92	0.34	"1A 1742-294"	0.765	0.0	1.070	0.326	-	-	53653.92544	0.000	5862	-29.501	0.0702	
"GX 3+1"	53653.99381	IJ1	1	4.3	0.8	0.0	0.0	IJ1	0.0000	0.0000	1.40	2.00	0.00	-	1	2.8	0.513	0.000	036500750010	0	0.00	0.00	0.00	0.00	976	33.12	0.000	360.3	40.8	17.7987	0.0	10.0	2.3	1	151889	02-12-2013	0.000	0.000	0.00	0.00	0	25.497	3.315	0.0	0.0	81.2	1	3.27	0.41	"GX 3+1"	0.886	0.0	4.223	2.933	-	-	53653.99381	0.000	5863	-26.562	0.2179	
"XTE J1739-285"	53653.99588	IJ1	1	6.7	2.3	0.0	0.0	IJ1	0.0000	0.0000	1.00	1.00	0.00	-	2	10.4	2.781	0.000	036500750010	0	0.00	0.00	0.00	0.00	977	124.74	0.000	155.4	35.8	17.6650	0.0	25.9	6.7	1	87413	02-12-2013	0.000	0.000	0.00	0.00	0	18.338	4.673	0.0	0.0	71.6	1	1.56	0.36	"XTE J1739-285"	0.608	0.0	0.274	0.292	-	-	53653.99588	0.000	5864	-28.496	0.0000	
"GX 3+1"	53654.02202	IJ1	1	3.7	1.3	0.0	0.0	IJ1	0.0000	0.0000	1.21	1.00	0.00	-	3	3.4	1.259	0.000	036500750010	0	0.00	0.00	0.00	0.00	0	33.12	0.000	161.3	28.5	17.7987	0.0	9.4	3.9	1	151889	02-12-2013	0.000	0.000	0.00	0.00	0	8.548	2.148	0.0	0.0	0.7	1	1.30	0.29	"GX 3+1"	0.886	0.7	4.223	2.933	-	-	53654.02202	0.000	5865	-26.562	0.2179	
"XTE J1739-285"	53654.02547	IJ1	1	7.9	4.1	0.0	0.0	IJ1	0.0000	0.0000	1.01	5.00	0.00	-	4	6.1	2.582	0.000	036500750010	0	0.00	0.00	0.00	0.00	978	124.74	0.000	101.9	31.3	17.6650	0.0	20.8	10.3	1	87413	02-12-2013	0.000	0.000	0.00	0.00	0	12.600	5.083	0.0	0.0	0.7	1	0.96	0.31	"XTE J1739-285"	0.608	0.7	0.274	0.292	-	-	53654.02547	0.000	5866	-28.496	0.0000	
"SLX 1744-300"	53655.35851	IJ1	1	6.1	3.1	0.0	0.0	IJ1	0.0000	0.0000	1.02	1.00	0.00	-	1	4.6	1.646	0.000	036600020010	0	0.00	0.00	0.00	0.00	0	70.92	0.000	74.3	24.5	17.7904	0.0	14.1	5.8	1	146132	02-12-2013	0.000	0.000	0.00	0.00	0	6.460	2.312	0.0	0.0	127.1	1	0.66	0.25	"SLX 1744-300"	0.791	0.0	0.000	0.000	-	-	53655.35851	0.000	5867	-30.045	0.0000	
"SAX J1747.0-2853"	53655.46119	IJ1	1	6.8	1.8	0.0	0.0	IJ1	0.0000	0.0000	1.30	7.00	0.00	-	1	7.9	1.951	0.914	036600070010	0	0.00	0.00	0.00	0.00	979	135.06	0.000	232.7	39.9	17.7841	0.0	23.7	6.2	1	128890	02-12-2013	0.000	0.000	0.00	0.00	0	26.602	4.981	0.0	0.0	9965.0	1	2.17	0.40	"SAX J1747.0-2853"	0.606	0.0	1.389	0.147	-	-	53655.46119	1.298	5868	-28.883	0.0900	
"SLX 1744-300"	53658.38177	IJ1	1	5.7	3.0	0.0	0.0	IJ1	0.0000	0.0000	1.24	2.00	0.00	-	1	3.2	1.303	0.798	036700030010	0	0.00	0.00	0.00	0.00	0	145.56	0.000	96.2	33.2	17.7904	0.0	11.6	4.8	1	146140	02-12-2013	0.000	0.000	0.00	0.00	0	7.733	2.932	0.0	0.0	72.6	1	0.86	0.33	"SLX 1744-300"	0.558	0.0	0.863	0.128	-	-	53658.38177	0.779	5869	-30.045	0.1689	
"1A 1742-294"	53658.45046	IJ1	1	6.1	3.5	0.0	0.0	IJ1	0.0000	0.0000	1.25	1.00	0.00	-	1	5.1	2.141	0.792	036700060010	0	0.00	0.00	0.00	0.00	0	115.44	0.000	72.4	23.3	17.7674	0.0	14.9	6.5	1	122904	02-12-2013	0.000	0.000	0.00	0.00	0	5.197	2.164	0.0	0.0	108.6	1	0.55	0.23	"1A 1742-294"	0.673	0.0	1.554	0.112	-	-	53658.45046	0.528	5870	-29.515	0.1020	
"4U 1702-429"	53658.73848	IJ1	1	7.5	2.8	0.0	0.0	IJ1	0.0000	0.0000	1.17	3.00	0.00	-	1	5.9	1.013	0.562	036700150010	0	0.00	0.00	0.00	0.00	981	231.18	1.786	225.4	62.2	17.1043	0.0	21.7	4.1	1	38773	02-12-2013	0.000	0.000	0.00	0.00	0	27.765	6.548	0.0	0.0	679.3	1	2.17	0.63	"4U 1702-429"	0.213	0.0	1.106	0.130	-	-	53658.73848	0.546	5871	-43.036	0.0283	
"4U 1705-44"	53658.77571	IJ1	1	9.4	4.5	0.0	0.0	IJ1	0.0000	0.0000	1.02	2.00	0.00	-	1	11.5	3.166	0.000	036700160010	0	0.00	0.00	0.00	0.00	0	243.60	0.000	174.6	60.8	17.1485	0.0	32.2	8.6	1	41564	02-12-2013	0.000	0.000	0.00	0.00	0	24.629	7.290	0.0	0.0	196.9	1	1.64	0.61	"4U 1705-44"	0.203	0.0	1.118	0.485	-	-	53658.77571	0.000	5872	-44.102	0.0724	
"4U 1702-429"	53659.04616	IJ1	1	4.9	1.8	0.0	0.0	IJ1	0.0000	0.0000	1.27	3.00	0.00	-	1	3.1	0.783	0.586	036700220010	0	0.00	0.00	0.00	0.00	982	230.88	1.697	328.8	75.2	17.1034	0.0	13.0	3.9	1	38777	02-12-2013	0.000	0.000	0.00	0.00	0	27.908	7.341	0.0	0.0	7.4	1	3.22	0.76	"4U 1702-429"	0.214	0.0	1.161	0.129	-	-	53659.04616	0.559	5873	-43.047	0.0297	
"4U 1705-44"	53659.05440	IJ1	1	10.4	3.7	0.0	0.0	IJ1	0.0000	0.0000	1.00	7.00	0.00	-	2	15.5	3.643	0.847	036700220010	0	0.00	0.00	0.00	0.00	0	162.72	0.906	123.8	32.9	17.1483	0.0	41.2	10.0	1	41567	02-12-2013	0.000	0.000	0.00	0.00	0	20.922	4.777	0.0	0.0	6.7	1	1.17	0.33	"4U 1705-44"	0.473	0.0	0.919	0.096	-	-	53659.05440	0.691	5874	-44.100	0.0596	
"4U 1705-44"	53659.16501	IJ1	1	4.6	2.3	0.0	0.0	IJ1	0.0000	0.0000	1.56	5.00	0.00	-	1	3.9	1.301	0.793	036700240020	0	0.00	0.00	0.00	0.00	0	282.60	0.931	331.1	110.1	17.1485	0.0	13.6	6.6	1	41570	02-12-2013	0.000	0.000	0.00	0.00	0	24.066	8.966	0.0	0.0	2.7	1	3.18	1.11	"4U 1705-44"	0.090	0.0	1.190	0.163	-	-	53659.16501	0.666	5875	-44.102	0.0771	
"4U 1702-429"	53662.08246	XPc	1	9.8	0.4	10.7	0.4	XPc	0.3266	0.0061	1.00	1.00	0.04	-	1	7.6	0.114	0.458	91023-02-04-00	5364	1.87	-1.00	33.36	1.07	0	0.20	2.355	2773.8	55.9	17.1043	0.0	25.5	1.2	1	21042	16-12-2010	0.000	0.000	2.28	0.04	0	20.631	0.567	0.0	0.0	72.9	1	1.87	0.03	"4U 1702-429"	0.997	0.0	1.579	0.003	3	3	53662.08246	0.626	3328	-43.036	0.0350	
"GX 3+1"	53662.27221	IJ1	1	4.5	1.4	0.0	0.0	IJ1	0.0000	0.0000	1.46	0.00	0.00	-	1	7.0	1.790	0.000	036800270010	0	0.00	0.00	0.00	0.00	0	238.56	0.000	247.9	62.0	17.7987	0.0	16.1	4.1	1	151909	02-12-2013	0.000	0.000	0.00	0.00	0	27.530	6.251	0.0	0.0	198.0	1	3.49	0.76	"GX 3+1"	0.203	0.0	4.925	1.369	-	-	53662.27221	0.000	5876	-26.574	0.2381	
"XTE J1739-285"	53662.29797	IJ1	1	8.3	5.1	0.0	0.0	IJ1	0.0000	0.0000	1.02	3.00	0.00	-	1	4.6	4.419	0.769	036800280010	0	0.00	0.00	0.00	0.00	983	48.54	0.000	90.5	25.0	17.6650	0.0	22.4	15.3	1	87434	02-12-2013	0.000	0.000	0.00	0.00	0	11.714	8.072	0.0	0.0	198.5	1	0.90	0.25	"XTE J1739-285"	0.852	0.0	0.702	0.165	-	-	53662.29797	0.574	5877	-28.496	0.0000	
"4U 1705-44"	53662.47705	XPc	1	23.0	2.0	10.2	0.5	XPc	0.1316	0.0101	1.00	17.00	1.39	-	1	12.7	0.205	0.693	91039-01-02-42	5367	1.90	-1.00	5.77	0.22	0	0.10	1.233	521.0	13.7	17.1485	0.0	55.3	2.9	1	21043	16-12-2010	0.000	0.000	1.51	0.03	0	8.940	0.415	0.0	0.0	79.5	1	0.38	0.01	"4U 1705-44"	0.998	0.0	1.628	0.004	3	3	53662.47705	0.691	3329	-44.102	0.0913	
"4U 1705-44"	53662.48670	XPc	1	14.4	0.6	7.6	0.4	XPc	0.0739	0.0015	1.00	3.00	2.47	-	2	9.8	0.403	0.693	91039-01-02-42	5368	1.90	-1.00	5.12	0.20	0	0.20	1.233	457.4	12.9	17.1485	0.0	34.5	9.4	1	21043	16-12-2010	1.400	0.000	1.70	0.04	0	5.719	0.251	25.7	0.5	0.2	1	0.32	0.01	"4U 1705-44"	0.997	0.2	1.628	0.004	3	3	53662.48670	0.691	3330	-44.102	0.0913	
"4U 1702-429"	53662.88314	XPj	1	9.1	0.7	11.1	0.4	XPj	0.3440	0.0237	1.00	2.00	0.06	-	1	6.1	0.085	0.458	91023-02-04-01	5365	1.87	-1.00	38.23	1.36	0	0.10	2.360	3077.9	68.3	17.1043	0.0	21.6	1.1	1	21045	16-12-2010	1.774	0.066	2.32	0.05	0	18.177	0.414	0.0	0.0	19.2	1	1.97	0.02	"4U 1702-429"	0.999	0.0	1.516	0.013	3	3	53662.88314	0.601	3331	-43.036	0.0464	
"XTE J1739-285"	53666.82130	IJ1	1	7.0	2.4	0.0	0.0	IJ1	0.0000	0.0000	1.02	3.00	0.00	-	1	7.0	1.542	0.544	036900680010	0	0.00	0.00	0.00	0.00	984	158.58	0.000	153.3	35.2	17.6650	0.0	22.2	4.8	1	87439	02-12-2013	0.000	0.000	0.00	0.00	0	17.015	3.977	0.0	0.0	108.6	1	1.40	0.35	"XTE J1739-285"	0.493	0.0	1.053	0.138	-	-	53666.82130	1.196	5878	-28.496	0.0000	
"GX 17+2"	53668.74853	IJ1	1	95.8	33.8	0.0	0.0	IJ1	0.0000	0.0000	1.51	9.00	0.00	-	1	427.4	100.931	0.000	037000410010	0	0.00	0.00	0.00	0.00	985	202.74	0.000	302.5	59.2	18.2671	0.0	852.3	183.7	1	203894	02-12-2013	0.000	0.000	0.00	0.00	0	383.991	90.539	0.0	0.0	12480.2	1	2.26	0.60	"GX 17+2"	0.355	0.0	13.441	8.885	-	-	53668.74853	0.000	5879	-14.039	2.0312	
"4U 1812-12"	53668.85005	IJ1	1	21.6	2.8	0.0	0.0	IJ1	0.0000	0.0000	2.00	13.00	0.00	-	1	18.1	1.286	0.000	037000430010	0	0.00	0.00	0.00	0.00	986	197.52	0.000	815.5	95.0	18.2512	0.0	61.0	4.1	1	202840	02-12-2013	0.000	0.000	0.00	0.00	0	326.044	17.610	0.0	0.0	4334.4	1	8.11	0.95	"4U 1812-12"	0.370	0.0	1.737	0.356	-	-	53668.85005	0.000	5880	-12.082	0.0212	
